census_geo_id,zip_code,census_display,commute_time_mins,rank,zip_ranking,city,state,lat,long,avg_state,avg_city
8600000US63057,63057,ZCTA5 63057,1.2,1,99,LIGUORI,MO,38.33,-90.43,26.3,1.2
8600000US95646,95646,ZCTA5 95646,2.1,2,99,KIRKWOOD,CA,38.69,-120.05,27,2.1
8600000US99548,99548,ZCTA5 99548,2.1,3,99,CHIGNIK LAKE,AK,56.23,-158.74,11,2.1
8600000US99575,99575,ZCTA5 99575,2.2,4,99,CROOKED CREEK,AK,61.86,-157.99,11,2.2
8600000US99546,99546,ZCTA5 99546,2.9,5,99,ADAK,AK,51.9,-176.67,11,2.9
8600000US99781,99781,ZCTA5 99781,3,6,99,VENETIE,AK,67,-146.37,11,3
8600000US66019,66019,ZCTA5 66019,3.1,7,99,CLEARVIEW CITY,KS,38.94,-94.95,21.5,3.1
8600000US99580,99580,ZCTA5 99580,3.2,8,99,EKWOK,AK,59.35,-157.48,11,3.2
8600000US99625,99625,ZCTA5 99625,3.2,9,99,LEVELOCK,AK,58.95,-156.48,11,3.2
8600000US99636,99636,ZCTA5 99636,3.2,10,99,NEW STUYAHOK,AK,59.47,-157.27,11,3.2
8600000US84734,84734,ZCTA5 84734,3.4,11,99,HANKSVILLE,UT,38.27,-110.75,22.4,3.4
8600000US85328,85328,ZCTA5 85328,3.4,12,99,CIBOLA,AZ,33.32,-114.64,25.3,3.4
8600000US27960,27960,ZCTA5 27960,3.5,13,99,OCRACOKE,NC,35.12,-75.91,24.8,3.5
8600000US99786,99786,ZCTA5 99786,3.5,14,99,AMBLER,AK,67.08,-157.9,11,3.5
8600000US29207,29207,ZCTA5 29207,3.6,15,99,COLUMBIA,SC,34,-81.03,25.9,17.7
8600000US20373,20373,ZCTA5 20373,3.8,16,99,NAVAL ANACOST ANNEX,DC,38.89,-77.03,24.8,3.8
8600000US84764,84764,ZCTA5 84764,3.8,17,99,BRYCE,UT,37.63,-112.2,22.4,3.8
8600000US99558,99558,ZCTA5 99558,3.8,18,99,ANVIK,AK,62.63,-160.2,11,3.8
8600000US99585,99585,ZCTA5 99585,3.8,19,99,MARSHALL,AK,61.87,-162.05,11,3.8
8600000US99750,99750,ZCTA5 99750,3.8,20,99,KIVALINA,AK,67.73,-164.55,11,3.8
8600000US99637,99637,ZCTA5 99637,3.9,21,99,TOKSOOK BAY,AK,60.54,-165.14,11,3.9
8600000US99657,99657,ZCTA5 99657,3.9,22,99,RUSSIAN MISSION,AK,61.81,-161.44,11,3.9
8600000US99785,99785,ZCTA5 99785,3.9,23,99,BREVIG MISSION,AK,65.44,-166.56,11,3.9
8600000US99747,99747,ZCTA5 99747,4,24,99,KAKTOVIK,AK,70.12,-143.66,11,4
8600000US99739,99739,ZCTA5 99739,4.1,25,99,ELIM,AK,64.63,-162.34,11,4.1
8600000US93943,93943,ZCTA5 93943,4.2,26,99,MONTEREY,CA,36.57,-121.83,27,10
8600000US99612,99612,ZCTA5 99612,4.2,27,99,KING COVE,AK,55.08,-162.32,11,4.2
8600000US99661,99661,ZCTA5 99661,4.2,28,99,SAND POINT,AK,55.26,-160.66,11,4.2
8600000US99724,99724,ZCTA5 99724,4.2,29,99,BEAVER,AK,66.32,-146.77,11,4.2
8600000US78150,78150,ZCTA5 78150,4.4,30,99,RANDOLPH A F B,TX,29.55,-98.3,25.1,4.4
8600000US78843,78843,ZCTA5 78843,4.4,31,99,LAUGHLIN A F B,TX,29.35,-100.78,25.1,4.4
8600000US99561,99561,ZCTA5 99561,4.4,32,99,CHEFORNAK,AK,60.15,-164.06,11,4.4
8600000US99564,99564,ZCTA5 99564,4.4,33,99,CHIGNIK,AK,56.3,-158.36,11,4.4
8600000US99624,99624,ZCTA5 99624,4.4,34,99,LARSEN BAY,AK,57.48,-153.99,11,4.4
8600000US19902,19902,ZCTA5 19902,4.5,35,99,DOVER AFB,DE,39.11,-75.46,24,4.5
8600000US99553,99553,ZCTA5 99553,4.5,36,99,AKUTAN,AK,54.13,-165.88,11,4.5
8600000US99565,99565,ZCTA5 99565,4.5,37,99,CHIGNIK LAGOON,AK,56.3,-158.49,11,4.5
8600000US99671,99671,ZCTA5 99671,4.5,38,99,STEBBINS,AK,63.47,-162.28,11,4.5
8600000US97884,97884,ZCTA5 97884,4.6,39,99,UNITY,OR,44.47,-118.22,23.7,4.6
8600000US98950,98950,ZCTA5 98950,4.6,40,99,VANTAGE,WA,46.86,-119.99,25.7,4.6
8600000US99602,99602,ZCTA5 99602,4.6,41,99,HOLY CROSS,AK,62.18,-159.84,11,4.6
8600000US99665,99665,ZCTA5 99665,4.6,42,99,SHAGELUK,AK,62.64,-159.53,11,4.6
8600000US99840,99840,ZCTA5 99840,4.6,43,99,SKAGWAY,AK,59.57,-135.35,11,4.6
8600000US99590,99590,ZCTA5 99590,4.7,44,99,GRAYLING,AK,62.89,-160.1,11,4.7
8600000US99680,99680,ZCTA5 99680,4.7,45,99,TUNTUTULIAK,AK,60.41,-162.65,11,4.7
8600000US99784,99784,ZCTA5 99784,4.7,46,99,WHITE MOUNTAIN,AK,64.64,-163.73,11,4.7
8600000US88410,88410,ZCTA5 88410,4.8,47,99,AMISTAD,NM,35.91,-103.15,25.5,4.8
8600000US89047,89047,ZCTA5 89047,4.8,48,99,SILVERPEAK,NV,37.76,-117.65,23.6,4.8
8600000US99753,99753,ZCTA5 99753,4.8,49,99,KOYUK,AK,64.93,-161.14,11,4.8
8600000US99766,99766,ZCTA5 99766,4.8,50,99,POINT HOPE,AK,68.34,-166.67,11,4.8
8600000US14109,14109,ZCTA5 14109,4.9,51,99,NIAGARA UNIVERSITY,NY,43.13,-79.03,27.5,4.9
8600000US73705,73705,ZCTA5 73705,4.9,52,99,ENID,OK,36.4,-97.86,23.8,11.7
8600000US92328,92328,ZCTA5 92328,4.9,53,99,DEATH VALLEY,CA,36.29,-116.45,27,4.9
8600000US93605,93605,ZCTA5 93605,4.9,54,99,BIG CREEK,CA,37.16,-119.3,27,4.9
8600000US99563,99563,ZCTA5 99563,4.9,55,99,CHEVAK,AK,61.56,-165.38,11,4.9
8600000US99653,99653,ZCTA5 99653,4.9,56,99,PORT ALSWORTH,AK,60.46,-154.19,11,4.9
8600000US99660,99660,ZCTA5 99660,4.9,57,99,SAINT PAUL ISLAND,AK,57.18,-170.26,11,4.9
8600000US31314,31314,ZCTA5 31314,5,58,99,FORT STEWART,GA,31.87,-81.61,26,8.9
8600000US57741,57741,ZCTA5 57741,5,59,99,FORT MEADE,SD,44.41,-103.47,19.8,5
8600000US99630,99630,ZCTA5 99630,5,60,99,MEKORYUK,AK,60.08,-166.48,11,5
8600000US99650,99650,ZCTA5 99650,5,61,99,PILOT STATION,AK,61.94,-162.88,11,5
8600000US99758,99758,ZCTA5 99758,5,62,99,MINTO,AK,65.09,-149.64,11,5
8600000US99771,99771,ZCTA5 99771,5,63,99,SHAKTOOLIK,AK,64.25,-160.91,11,5
8600000US99772,99772,ZCTA5 99772,5,64,99,SHISHMAREF,AK,66.02,-165.91,11,5
8600000US99783,99783,ZCTA5 99783,5,65,99,WALES,AK,65.61,-168.09,11,5
8600000US99614,99614,ZCTA5 99614,5.1,66,99,KIPNUK,AK,59.93,-164.06,11,5.1
8600000US99684,99684,ZCTA5 99684,5.1,67,99,UNALAKLEET,AK,64.09,-160.36,11,5.1
8600000US99791,99791,ZCTA5 99791,5.1,68,99,ATQASUK,AK,70.48,-157.39,11,5.1
8600000US22211,22211,ZCTA5 22211,5.2,69,99,FORT MYER,VA,38.87,-77.07,28.6,5.2
8600000US88103,88103,ZCTA5 88103,5.2,70,99,CANNON AFB,NM,34.38,-103.31,25.5,5.2
8600000US99578,99578,ZCTA5 99578,5.2,71,99,EEK,AK,60.19,-162.13,11,5.2
8600000US99581,99581,ZCTA5 99581,5.2,72,99,EMMONAK,AK,62.69,-162.96,11,5.2
8600000US99604,99604,ZCTA5 99604,5.2,73,99,HOOPER BAY,AK,61.6,-165.74,11,5.2
8600000US99643,99643,ZCTA5 99643,5.2,74,99,OLD HARBOR,AK,57.21,-153.32,11,5.2
8600000US99666,99666,ZCTA5 99666,5.2,75,99,NUNAM IQUA,AK,62.09,-165.18,11,5.2
8600000US99773,99773,ZCTA5 99773,5.2,76,99,SHUNGNAK,AK,66.88,-157.15,11,5.2
8600000US29904,29904,ZCTA5 29904,5.3,77,99,BEAUFORT,SC,32.42,-80.68,25.9,15.3
8600000US99761,99761,ZCTA5 99761,5.3,78,99,NOATAK,AK,67.57,-163,11,5.3
8600000US99549,99549,ZCTA5 99549,5.4,79,99,PORT HEIDEN,AK,57.09,-158.26,11,5.4
8600000US57620,57620,ZCTA5 57620,5.5,80,99,BISON,SD,45.52,-102.46,19.8,5.5
8600000US99748,99748,ZCTA5 99748,5.5,81,99,KALTAG,AK,63.81,-159.67,11,5.5
8600000US99830,99830,ZCTA5 99830,5.5,82,99,KAKE,AK,56.79,-134.19,11,5.5
8600000US58205,58205,ZCTA5 58205,5.6,83,99,GRAND FORKS AFB,ND,47.96,-97.38,21.3,6.5
8600000US99622,99622,ZCTA5 99622,5.6,84,99,KWIGILLINGOK,AK,59.87,-163.18,11,5.6
8600000US99632,99632,ZCTA5 99632,5.6,85,99,MOUNTAIN VILLAGE,AK,62.09,-163.71,11,5.6
8600000US99644,99644,ZCTA5 99644,5.6,86,99,OUZINKIE,AK,57.93,-152.42,11,5.6
8600000US99736,99736,ZCTA5 99736,5.6,87,99,DEERING,AK,66.07,-162.73,11,5.6
8600000US27531,27531,ZCTA5 27531,5.7,88,99,GOLDSBORO,NC,35.37,-77.97,24.8,15.2
8600000US58772,58772,ZCTA5 58772,5.7,89,99,PORTAL,ND,48.99,-102.54,21.3,5.7
8600000US76841,76841,ZCTA5 76841,5.7,90,99,FORT MC KAVETT,TX,30.84,-100.06,25.1,5.7
8600000US87558,87558,ZCTA5 87558,5.7,91,99,RED RIVER,NM,36.7,-105.4,25.5,5.7
8600000US92309,92309,ZCTA5 92309,5.7,92,99,BAKER,CA,35.31,-116.04,27,5.7
8600000US99648,99648,ZCTA5 99648,5.7,93,99,PERRYVILLE,AK,55.9,-159.27,11,5.7
8600000US99689,99689,ZCTA5 99689,5.7,94,99,YAKUTAT,AK,59.51,-139.71,11,5.7
8600000US99741,99741,ZCTA5 99741,5.7,95,99,GALENA,AK,64.74,-156.85,11,5.7
8600000US99770,99770,ZCTA5 99770,5.7,96,99,SELAWIK,AK,66.59,-160.02,11,5.7
8600000US99820,99820,ZCTA5 99820,5.7,97,99,ANGOON,AK,57.44,-134.48,11,5.7
8600000US04851,4851,ZCTA5 04851,5.8,98,99,MATINICUS,ME,43.86,-68.88,25.4,5.8
8600000US31699,31699,ZCTA5 31699,5.8,99,99,MOODY A F B,GA,30.84,-83.27,26,5.8
8600000US93042,93042,ZCTA5 93042,5.8,100,99,POINT MUGU NAWC,CA,34.12,-119.09,27,5.8
8600000US99552,99552,ZCTA5 99552,5.8,101,99,AKIAK,AK,60.9,-161.29,11,5.8
8600000US99571,99571,ZCTA5 99571,5.8,102,99,COLD BAY,AK,55.92,-160.29,11,5.8
8600000US99640,99640,ZCTA5 99640,5.8,103,99,NONDALTON,AK,59.96,-154.87,11,5.8
8600000US99759,99759,ZCTA5 99759,5.8,104,99,POINT LAY,AK,69.73,-162.82,11,5.8
8600000US99769,99769,ZCTA5 99769,5.8,105,99,SAVOONGA,AK,63.68,-170.49,11,5.8
8600000US99778,99778,ZCTA5 99778,5.8,106,99,TELLER,AK,65.25,-166.36,11,5.8
8600000US99789,99789,ZCTA5 99789,5.8,107,99,NUIQSUT,AK,69.83,-152.14,11,5.8
8600000US49757,49757,ZCTA5 49757,5.9,108,99,MACKINAC ISLAND,MI,45.85,-84.62,25.2,5.9
8600000US93634,93634,ZCTA5 93634,5.9,109,99,LAKESHORE,CA,37.33,-119.01,27,5.9
8600000US99607,99607,ZCTA5 99607,5.9,110,99,KALSKAG,AK,61.61,-160.2,11,5.9
8600000US99641,99641,ZCTA5 99641,5.9,111,99,NUNAPITCHUK,AK,60.88,-162.32,11,5.9
8600000US99723,99723,ZCTA5 99723,5.9,112,99,BARROW,AK,71.28,-156.78,11,5.9
8600000US99746,99746,ZCTA5 99746,5.9,113,99,HUSLIA,AK,65.69,-156.35,11,5.9
8600000US01086,1086,ZCTA5 01086,6,114,99,WESTFIELD,MA,42.13,-72.75,27.3,15.3
8600000US04853,4853,ZCTA5 04853,6,115,99,NORTH HAVEN,ME,44.15,-68.86,25.4,6
8600000US97145,97145,ZCTA5 97145,6,116,99,TOLOVANA PARK,OR,45.86,-123.96,23.7,6
8600000US99662,99662,ZCTA5 99662,6,117,99,SCAMMON BAY,AK,61.74,-165.47,11,6
8600000US99668,99668,ZCTA5 99668,6,118,99,SLEETMUTE,AK,61.31,-157.42,11,6
8600000US99685,99685,ZCTA5 99685,6,119,99,UNALASKA,AK,53.9,-166.4,11,6
8600000US99749,99749,ZCTA5 99749,6,120,99,KIANA,AK,66.97,-160.43,11,6
8600000US99754,99754,ZCTA5 99754,6,121,99,KOYUKUK,AK,65.04,-158.66,11,6
8600000US30149,30149,ZCTA5 30149,6.1,122,99,MOUNT BERRY,GA,34.28,-85.18,26,6.1
8600000US49104,49104,ZCTA5 49104,6.1,123,99,BERRIEN SPRINGS,MI,41.94,-86.34,25.2,11.8
8600000US79236,79236,ZCTA5 79236,6.1,124,99,GUTHRIE,TX,33.62,-100.32,25.1,6.1
8600000US85707,85707,ZCTA5 85707,6.1,125,99,TUCSON,AZ,32.18,-110.86,25.3,24
8600000US20390,20390,ZCTA5 20390,6.2,126,99,WASHINGTON,DC,38.89,-77.03,24.8,25.6
8600000US99678,99678,ZCTA5 99678,6.2,127,99,TOGIAK,AK,59.21,-160.54,11,6.2
8600000US73946,73946,ZCTA5 73946,6.3,128,99,KENTON,OK,36.9,-102.97,23.8,6.3
8600000US89825,89825,ZCTA5 89825,6.3,129,99,JACKPOT,NV,41.85,-114.75,23.6,6.3
8600000US90822,90822,ZCTA5 90822,6.3,130,99,LONG BEACH,CA,33.77,-118.11,27,26.1
8600000US92278,92278,ZCTA5 92278,6.3,131,99,TWENTYNINE PALMS,CA,34.27,-116.1,27,12
8600000US97604,97604,ZCTA5 97604,6.3,132,99,CRATER LAKE,OR,42.92,-122.12,23.7,6.3
8600000US06390,6390,ZCTA5 06390,6.4,133,99,FISHERS ISLAND,NY,41.27,-71.99,27.5,6.4
8600000US83460,83460,ZCTA5 83460,6.4,134,99,REXBURG,ID,43.81,-111.78,22.9,11.1
8600000US83648,83648,ZCTA5 83648,6.4,135,99,MOUNTAIN HOME A F B,ID,43.05,-115.86,22.9,6.4
8600000US23460,23460,ZCTA5 23460,6.5,136,99,VIRGINIA BEACH,VA,36.73,-76.04,28.6,21.6
8600000US86036,86036,ZCTA5 86036,6.5,137,99,MARBLE CANYON,AZ,36.74,-111.85,25.3,6.5
8600000US98438,98438,ZCTA5 98438,6.5,138,99,MCCHORD AFB,WA,47.25,-122.44,25.7,6.5
8600000US99551,99551,ZCTA5 99551,6.5,139,99,AKIACHAK,AK,60.87,-161.42,11,6.5
8600000US99658,99658,ZCTA5 99658,6.5,140,99,SAINT MARYS,AK,62.06,-163.29,11,6.5
8600000US58405,58405,ZCTA5 58405,6.6,141,99,JAMESTOWN,ND,46.91,-98.69,21.3,9.3
8600000US84083,84083,ZCTA5 84083,6.6,142,99,WENDOVER,UT,40.84,-114.02,22.4,6.6
8600000US97758,97758,ZCTA5 97758,6.6,143,99,RILEY,OR,43.58,-119.57,23.7,6.6
8600000US99655,99655,ZCTA5 99655,6.6,144,99,QUINHAGAK,AK,59.81,-161.71,11,6.6
8600000US99681,99681,ZCTA5 99681,6.6,145,99,TUNUNAK,AK,60.6,-165.13,11,6.6
8600000US99762,99762,ZCTA5 99762,6.6,146,99,NOME,AK,64.71,-164.62,11,6.6
8600000US31409,31409,ZCTA5 31409,6.7,147,99,SAVANNAH,GA,32.08,-81.1,26,19.9
8600000US82005,82005,ZCTA5 82005,6.7,148,99,FE WARREN AFB,WY,41.17,-104.86,22.2,6.7
8600000US99627,99627,ZCTA5 99627,6.7,149,99,MC GRATH,AK,62.51,-154.44,11,6.7
8600000US99690,99690,ZCTA5 99690,6.7,150,99,NIGHTMUTE,AK,60.49,-164.81,11,6.7
8600000US99777,99777,ZCTA5 99777,6.7,151,99,TANANA,AK,65.18,-152.07,11,6.7
8600000US16444,16444,ZCTA5 16444,6.8,152,99,EDINBORO,PA,41.87,-80.12,26.4,13.9
8600000US57197,57197,ZCTA5 57197,6.8,153,99,SIOUX FALLS,SD,43.54,-96.73,19.8,15.6
8600000US57547,57547,ZCTA5 57547,6.8,154,99,LONG VALLEY,SD,43.46,-101.49,19.8,6.8
8600000US99557,99557,ZCTA5 99557,6.8,155,99,ANIAK,AK,61.2,-158.6,11,6.8
8600000US99659,99659,ZCTA5 99659,6.8,156,99,SAINT MICHAEL,AK,63.47,-162.11,11,6.8
8600000US99742,99742,ZCTA5 99742,6.8,157,99,GAMBELL,AK,63.75,-171.69,11,6.8
8600000US99782,99782,ZCTA5 99782,6.8,158,99,WAINWRIGHT,AK,70.63,-159.96,11,6.8
8600000US49883,49883,ZCTA5 49883,6.9,159,99,SENEY,MI,46.36,-85.97,25.2,6.9
8600000US64065,64065,ZCTA5 64065,6.9,160,99,LEES SUMMIT,MO,38.91,-94.38,26.3,21.9
8600000US79851,79851,ZCTA5 79851,6.9,161,99,SIERRA BLANCA,TX,31.17,-105.35,25.1,6.9
8600000US99620,99620,ZCTA5 99620,6.9,162,99,KOTLIK,AK,62.84,-163.65,11,6.9
8600000US99634,99634,ZCTA5 99634,6.9,163,99,NAPAKIAK,AK,60.67,-162.01,11,6.9
8600000US99679,99679,ZCTA5 99679,6.9,164,99,TULUKSAK,AK,61.06,-160.36,11,6.9
8600000US99768,99768,ZCTA5 99768,6.9,165,99,RUBY,AK,64.79,-153.87,11,6.9
8600000US24020,24020,ZCTA5 24020,7,166,99,ROANOKE,VA,37.27,-79.95,28.6,17.7
8600000US36112,36112,ZCTA5 36112,7,167,99,MONTGOMERY,AL,32.35,-86.28,26.8,16.8
8600000US97736,97736,ZCTA5 97736,7,168,99,FRENCHGLEN,OR,42.72,-119.12,23.7,7
8600000US02841,2841,ZCTA5 02841,7.1,169,99,NEWPORT,RI,41.52,-71.3,24.5,12
8600000US79016,79016,ZCTA5 79016,7.1,170,99,CANYON,TX,34.98,-101.92,25.1,14.2
8600000US29404,29404,ZCTA5 29404,7.2,171,99,CHARLESTON AFB,SC,32.9,-80.06,25.9,7.2
8600000US58204,58204,ZCTA5 58204,7.3,172,99,GRAND FORKS AFB,ND,47.96,-97.38,21.3,6.5
8600000US04685,4685,ZCTA5 04685,7.4,173,99,SWANS ISLAND,ME,44.14,-68.45,25.4,7.4
8600000US55605,55605,ZCTA5 55605,7.4,174,99,GRAND PORTAGE,MN,47.96,-89.68,23.6,7.4
8600000US69033,69033,ZCTA5 69033,7.4,175,99,IMPERIAL,NE,40.51,-101.63,20.8,7.4
8600000US93524,93524,ZCTA5 93524,7.4,176,99,EDWARDS,CA,34.92,-117.94,27,12.4
8600000US99554,99554,ZCTA5 99554,7.4,177,99,ALAKANUK,AK,62.44,-164.38,11,7.4
8600000US99589,99589,ZCTA5 99589,7.4,178,99,GOODNEWS BAY,AK,59.19,-161.71,11,7.4
8600000US99763,99763,ZCTA5 99763,7.4,179,99,NOORVIK,AK,66.83,-161.03,11,7.4
8600000US99765,99765,ZCTA5 99765,7.4,180,99,NULATO,AK,64.72,-158.11,11,7.4
8600000US99829,99829,ZCTA5 99829,7.4,181,99,HOONAH,AK,58.08,-135.43,11,7.4
8600000US10996,10996,ZCTA5 10996,7.5,182,99,WEST POINT,NY,41.36,-74.02,27.5,7.5
8600000US40048,40048,ZCTA5 40048,7.5,183,99,NAZARETH,KY,37.83,-85.46,26.1,7.5
8600000US40404,40404,ZCTA5 40404,7.5,184,99,BEREA,KY,37.57,-84.29,26.1,14.9
8600000US68881,68881,ZCTA5 68881,7.5,185,99,WESTERVILLE,NE,41.39,-99.39,20.8,7.5
8600000US82336,82336,ZCTA5 82336,7.5,186,99,WAMSUTTER,WY,41.66,-107.97,22.2,7.5
8600000US88003,88003,ZCTA5 88003,7.5,187,99,LAS CRUCES,NM,32.33,-106.75,25.5,16.8
8600000US92310,92310,ZCTA5 92310,7.5,188,99,FORT IRWIN,CA,35.3,-116.74,27,7.5
8600000US99621,99621,ZCTA5 99621,7.5,189,99,KWETHLUK,AK,60.79,-161.42,11,7.5
8600000US16546,16546,ZCTA5 16546,7.6,190,99,ERIE,PA,42.12,-80.08,26.4,16
8600000US28017,28017,ZCTA5 28017,7.6,191,99,BOILING SPRINGS,NC,35.24,-81.66,24.8,7.6
8600000US39309,39309,ZCTA5 39309,7.6,192,99,MERIDIAN,MS,32.38,-88.71,26.2,16.1
8600000US58705,58705,ZCTA5 58705,7.6,193,99,MINOT AFB,ND,48.41,-101.33,21.3,9.8
8600000US83013,83013,ZCTA5 83013,7.6,194,99,MORAN,WY,43.84,-110.5,22.2,7.6
8600000US99345,99345,ZCTA5 99345,7.6,195,99,PATERSON,WA,45.94,-119.66,25.7,7.6
8600000US99591,99591,ZCTA5 99591,7.6,196,99,SAINT GEORGE ISLAND,AK,56.57,-169.63,11,7.6
8600000US99722,99722,ZCTA5 99722,7.6,197,99,ARCTIC VILLAGE,AK,68.09,-145.57,11,7.6
8600000US12733,12733,ZCTA5 12733,7.7,198,99,FALLSBURG,NY,41.73,-74.6,27.5,7.7
8600000US23909,23909,ZCTA5 23909,7.7,199,99,FARMVILLE,VA,37.29,-78.39,28.6,13.6
8600000US29614,29614,ZCTA5 29614,7.7,200,99,GREENVILLE,SC,34.83,-82.37,25.9,17.2
8600000US84630,84630,ZCTA5 84630,7.7,201,99,FAYETTE,UT,39.29,-111.8,22.4,7.7
8600000US99559,99559,ZCTA5 99559,7.7,202,99,BETHEL,AK,60.93,-161.8,11,7.7
8600000US99721,99721,ZCTA5 99721,7.7,203,99,ANAKTUVUK PASS,AK,68.15,-151.71,11,7.7
8600000US99926,99926,ZCTA5 99926,7.7,204,99,METLAKATLA,AK,55.14,-131.49,11,7.7
8600000US28308,28308,ZCTA5 28308,7.8,205,99,POPE ARMY AIRFIELD,NC,35.17,-79.02,24.8,7.8
8600000US57548,57548,ZCTA5 57548,7.8,206,99,LOWER BRULE,SD,44.07,-99.58,19.8,7.8
8600000US80913,80913,ZCTA5 80913,7.8,207,99,COLORADO SPRINGS,CO,38.86,-104.76,25,22.1
8600000US99569,99569,ZCTA5 99569,7.8,208,99,CLARKS POINT,AK,58.83,-158.53,11,7.8
8600000US20319,20319,ZCTA5 20319,7.9,209,99,WASHINGTON,DC,38.89,-77.03,24.8,25.6
8600000US47306,47306,ZCTA5 47306,7.9,210,99,MUNCIE,IN,40.19,-85.39,25.3,16.3
8600000US69135,69135,ZCTA5 69135,7.9,211,99,ELSMERE,NE,42.16,-100.18,20.8,7.9
8600000US79846,79846,ZCTA5 79846,7.9,212,99,REDFORD,TX,29.45,-104.19,25.1,7.9
8600000US83287,83287,ZCTA5 83287,7.9,213,99,FISH HAVEN,ID,42.05,-111.44,22.9,7.9
8600000US83465,83465,ZCTA5 83465,7.9,214,99,LEMHI,ID,44.81,-113.66,22.9,7.9
8600000US98357,98357,ZCTA5 98357,7.9,215,99,NEAH BAY,WA,48.33,-124.63,25.7,7.9
8600000US99682,99682,ZCTA5 99682,7.9,216,99,TYONEK,AK,61.08,-151.16,11,7.9
8600000US79916,79916,ZCTA5 79916,8,217,99,FORT BLISS,TX,31.84,-106.43,25.1,8
8600000US80545,80545,ZCTA5 80545,8,218,99,RED FEATHER LAKES,CO,40.8,-105.58,25,8
8600000US80810,80810,ZCTA5 80810,8,219,99,CHEYENNE WELLS,CO,38.81,-102.35,25,8
8600000US98644,98644,ZCTA5 98644,8,220,99,SEAVIEW,WA,46.33,-124.05,25.7,8
8600000US01063,1063,ZCTA5 01063,8.1,221,99,NORTHAMPTON,MA,42.32,-72.67,27.3,14.4
8600000US29423,29423,ZCTA5 29423,8.1,222,99,CHARLESTON,SC,32.78,-79.99,25.9,18.9
8600000US57706,57706,ZCTA5 57706,8.1,223,99,ELLSWORTH AFB,SD,44.14,-103.07,19.8,8.1
8600000US58202,58202,ZCTA5 58202,8.1,224,99,GRAND FORKS,ND,47.91,-97.07,21.3,10.8
8600000US59054,59054,ZCTA5 59054,8.1,225,99,MELSTONE,MT,46.57,-107.93,21.7,8.1
8600000US97331,97331,ZCTA5 97331,8.1,226,99,CORVALLIS,OR,44.56,-123.27,23.7,14
8600000US98278,98278,ZCTA5 98278,8.1,227,99,OAK HARBOR,WA,48.28,-122.62,25.7,13.5
8600000US99752,99752,ZCTA5 99752,8.1,228,99,KOTZEBUE,AK,67.24,-161.19,11,8.1
8600000US99832,99832,ZCTA5 99832,8.1,229,99,PELICAN,AK,57.95,-136.11,11,8.1
8600000US14778,14778,ZCTA5 14778,8.2,230,99,SAINT BONAVENTURE,NY,42.08,-78.47,27.5,8.2
8600000US56626,56626,ZCTA5 56626,8.2,231,99,BENA,MN,47.34,-94.2,23.6,8.2
8600000US59263,59263,ZCTA5 59263,8.2,232,99,SCOBEY,MT,48.78,-105.6,21.7,8.2
8600000US80840,80840,ZCTA5 80840,8.2,233,99,U S A F ACADEMY,CO,38.99,-104.85,25,8.2
8600000US99613,99613,ZCTA5 99613,8.2,234,99,KING SALMON,AK,58.75,-156.54,11,8.2
8600000US99702,99702,ZCTA5 99702,8.2,235,99,EIELSON AFB,AK,64.67,-147.04,11,8.2
8600000US29634,29634,ZCTA5 29634,8.3,236,99,CLEMSON,SC,34.68,-82.81,25.9,12.4
8600000US32212,32212,ZCTA5 32212,8.3,237,99,JACKSONVILLE,FL,30.33,-81.65,25.7,23.5
8600000US32511,32511,ZCTA5 32511,8.3,238,99,PENSACOLA,FL,30.44,-87.18,25.7,18.5
8600000US79607,79607,ZCTA5 79607,8.3,239,99,DYESS AFB,TX,32.42,-99.86,25.1,8.3
8600000US86023,86023,ZCTA5 86023,8.3,240,99,GRAND CANYON,AZ,35.89,-112.27,25.3,8.3
8600000US89421,89421,ZCTA5 89421,8.3,241,99,MC DERMITT,NV,41.87,-117.97,23.6,8.3
8600000US96014,96014,ZCTA5 96014,8.3,242,99,CALLAHAN,CA,41.36,-122.77,27,8.3
8600000US28533,28533,ZCTA5 28533,8.4,243,99,CHERRY POINT,NC,34.92,-76.89,24.8,8.4
8600000US29208,29208,ZCTA5 29208,8.4,244,99,COLUMBIA,SC,34,-81.03,25.9,17.7
8600000US54246,54246,ZCTA5 54246,8.4,245,99,WASHINGTON ISLAND,WI,45.37,-86.9,23.9,8.4
8600000US59758,59758,ZCTA5 59758,8.4,246,99,WEST YELLOWSTONE,MT,44.69,-111.21,21.7,8.4
8600000US67740,67740,ZCTA5 67740,8.4,247,99,HOXIE,KS,39.35,-100.43,21.5,8.4
8600000US79239,79239,ZCTA5 79239,8.4,248,99,LAKEVIEW,TX,34.67,-100.69,25.1,8.4
8600000US84716,84716,ZCTA5 84716,8.4,249,99,BOULDER,UT,37.92,-111.48,22.4,8.4
8600000US85309,85309,ZCTA5 85309,8.4,250,99,GLENDALE LUKE AFB,AZ,33.53,-112.38,25.3,8.4
8600000US85540,85540,ZCTA5 85540,8.4,251,99,MORENCI,AZ,33.04,-109.37,25.3,8.4
8600000US99609,99609,ZCTA5 99609,8.4,252,99,KASIGLUK,AK,60.87,-162.54,11,8.4
8600000US28310,28310,ZCTA5 28310,8.5,253,99,FORT BRAGG,NC,35.13,-79,24.8,9.9
8600000US46556,46556,ZCTA5 46556,8.5,254,99,NOTRE DAME,IN,41.7,-86.24,25.3,8.5
